Bias,J(pixel 1),J(pixel 2),J(pixel 3),J(pixel 4),J(pixel 5),J(pixel 6),J(pixel 7),J(pixel 8)
0.62,-22.0948,0,0,0,0,0,0,0
0.6,-22.1211,0,0,0,0,0,0,0
0.58,-22.114,0,0,0,0,0,0,0
0.56,-22.1005,0,0,0,0,0,0,0
0.54,-22.1005,0,0,0,0,0,0,0
0.52,-22.1025,0,0,0,0,0,0,0
0.5,-22.1185,0,0,0,0,0,0,0
0.48,-22.1268,0,0,0,0,0,0,0
0.46,-22.1249,0,0,0,0,0,0,0
0.44,-22.1718,0,0,0,0,0,0,0
0.42,-22.1519,0,0,0,0,0,0,0
0.4,-22.1435,0,0,0,0,0,0,0
0.38,-22.1499,0,0,0,0,0,0,0
0.36,-22.1891,0,0,0,0,0,0,0
0.34,-22.2519,0,0,0,0,0,0,0
0.32,-22.2712,0,0,0,0,0,0,0
0.3,-22.2289,0,0,0,0,0,0,0
0.28,-22.1814,0,0,0,0,0,0,0
0.26,-22.1634,0,0,0,0,0,0,0
0.24,-22.1487,0,0,0,0,0,0,0
0.22,-22.1615,0,0,0,0,0,0,0
0.2,-22.2706,0,0,0,0,0,0,0
0.18,-22.286,0,0,0,0,0,0,0
0.16,-22.2776,0,0,0,0,0,0,0
0.14,-22.311,0,0,0,0,0,0,0
0.12,-22.3463,0,0,0,0,0,0,0
0.1,-22.3617,0,0,0,0,0,0,0
0.08,-22.3694,0,0,0,0,0,0,0
0.06,-22.3892,0,0,0,0,0,0,0
0.04,-22.4014,0,0,0,0,0,0,0
0.02,-22.3508,0,0,0,0,0,0,0
0,-22.3084,0,0,0,0,0,0,0


Parameter,Pixel 1,Pixel 2,Pixel 3,Pixel 4,Pixel 5,Pixel 6,Pixel 7,Pixel 8
Voc (V),0.859462,0,0,0,0,0,0,0
Jsc (mA/cm^2),-22.3848,0,0,0,0,0,0,0
FF (%),72.2274,0,0,0,0,0,0,0
Vmpp (V),0.66,0,0,0,0,0,0,0
Jmpp (mA/cm^2),-21.0541,0,0,0,0,0,0,0
Efficiency (%),13.8957,0,0,0,0,0,0,0
Voc (V),0.978981,0,0,0,0,0,0,0
Jsc (mA/cm^2),-22.3084,0,0,0,0,0,0,0
FF (%),76.7705,0,0,0,0,0,0,0
Vmpp (V),0.8,0,0,0,0,0,0,0
Jmpp (mA/cm^2),-20.9579,0,0,0,0,0,0,0
Efficiency (%),16.7663,0,0,0,0,0,0,0
